ID,숙소명,주소,전화번호,편의시설 및 서비스 정보,설명,위도,경도,지역코드,홈페이지
112,그랜드 인터컨티넨탈 서울 파르나스,서울 강남구 테헤란로 521,080-880-5925,"무료 주차,무료 초고속 인터넷(Wi-Fi), 풀, 헬스장/피트니스 센터, 바/라운지, 어린이 숙박 무료, 택시 서비스, 인터넷 사용 가능한 비지니스 센터","가장 진보된 서울을 만날 수 있는 테헤란로의 중심에 위치한 인터컨티넨탈 그랜드 서울 파르나스는 30년의 호텔 경영 노하우와 서비스 경험을 기반으로 True Hospitality를 선보입니다. 2020년 외관 및 객실 전면 리모델링을 통해 한국의 전통적인 아름다움을 현대적으로 재해석한 객실을 만나보실 수 있으며 탁 트인 통창으로 강남의 환상적인 전경을 한 자리에서 감상할 수 있습니다. 34층 최고층에 위치한 클럽 인터컨티넨탈은 서비스 품격을 리딩하는 Private Lounge로서 섬세하고 정교한 서비스를 추구합니다. 국내 특1급 호텔 중 최대 규모와 최신 시설을 갖춘 그랜드 볼룸 및 7개 연회장에서 고품격 프라이빗 웨딩, 가족모임은 물론 중소 규모의 회의와 대규모 컨벤션까지 다목적 행사를 진행하실 수 있습니다. 또한, 세계적인 레스토랑 어워드를 수상한 정통 일식부터 중식까지 5개의 레스토랑에서 세계의 다양한 맛을 각 분야 별 수석 셰프들의 노하우와 엄선된 식재료로 탄생한 맛과 서비스를 만나보실 수 있습니다. 스타필드 코엑스몰, 파르나스몰, 백화점, 면세점 등과 인접해 있으며 한국종합무역센터, 코엑스 컨벤션 센터, 공항터미널 등과 연결되어 쇼핑과 엔터테인먼트는 물론 전세계 비즈니스 여행객 모두에게 최적화된 서비스와 시설을 제공합니다.",37.5088823,127.0608141,1,http://seoul.intercontinental.com/grandicparnas
113,이비스 앰배서더 서울 명동,서울 중구 남대문로 78,02-6361-8888,"호텔 내 호텔 전용 유료 주차장, 무료 초고속 인터넷(Wi-Fi), 헬스장/피트니스 센터, 바/라운지, 어린이 숙박 무료, 택시 서비스, 인터넷 사용이 가능한 비지니스 센터, 콘퍼런스 시설","이비스 앰배서더 서울 명동(ibis Ambassador Seoul Myeongdong)은 서울의 최신 유행을 선도하는 쇼핑 구역 중심에 위치해 있으며, 주요 백화점, 레스토랑, 카페 및 나이트클럽이 가까운 거리에 있습니다. LCD TV가 구비된 모던한 스타일의 280개 객실이 마련되어 있으며, 레스토랑, 사우나, 헬스장, 비즈니스 센터, 코인 세탁기와 주차장 등의 시설을 이용하실 수 있습니다. 주요 은행과 기업의 본사가 이 지역에 위치해 있으며, 호텔에는 최대 40명까지 수용 가능한 회의실이 2개 있습니다.",37.5643834,126.9829397,1,https://www.ambatel.com/ibis/myeongdong/ko/main.do
114,콘래드 서울,서울 영등포구 국제금융로 10,02-6137-7000,"발렛주차, 무료 인터넷, 풀, 헬스장/피트니스 센터, 바/라운지, 인터넷 사용이 가능한 비지니스 센터, 콘퍼런스 시설, 스파","아름다운 한강과 도시의 스카이라인이 눈 앞에 펼쳐지는 콘래드 서울에서 꿈꾸던 하루를 경험해보세요. 콘래드 서울은 당신에게 럭셔리 그 이상을 선사할 것입니다.

콘래드 서울은 여의도 비즈니스 지구에 위치하고 있는 서울국제금융센터(IFC서울)를 대표하는 특1급 호텔로, ‘한국의 월스트리트’로 불리는 여의도에 위치한 이점 외에도, 콘래드 서울은 인천과 김포국제공항에서 가장 가까운 럭셔리 호텔입니다. 5호선과 9호선 두 개의 지하철 노선과 버스 환승 센터를 쉽게 이용할 수 있어 서울 시내 및 시외 곳곳으로 접근이 용이하며, 한강의 뛰어난 경치와 광대하게 펼쳐진 도시 스카이라인의 황홀한 풍경을 감상할 수 있습니다.

여의도 최초의 멀티플렉스 영화관, 인터내셔널 스타일 쇼핑몰, 다양한 레스토랑 및 문화 시설이 들어서 있는 IFC서울의 프리미엄 오피스 타워 세 동과 플래그 십 럭셔리를 즐길수 있는 더현대가 함께 자리잡아 비즈니스나 엔터테인먼트 또는 여유로운 휴식을 콘래드 서울에서 즐기실수 있습니다.",37.5253357,126.9265542,1,http://www.conradseoul.co.kr/
115,이비스 스타일 앰배서더 서울 강남,서울 강남구 삼성로 431,02-3011-8888,"호텔 내 호텔 전용 유료 주차장, 무료 초고속 인터넷(Wi-Fi), 헬스장/피트니스 센터, 바/라운지, 어린이 숙박 무료, 공항 교통편, 인터넷 사용이 가능한 비지니스 센터, 콘퍼런스 시설","서울에서 여러분이 원하는 트렌디 호텔(을)를 찾았습니다. 여러분같은 여행자들에게 딱 좋은 이비스 스타일 앰배서더 서울 강남에 오신 것을 환영합니다.

객실은 평면 TV, 냉장고, 에어컨(을)를 제공하고 여러분들이 이 곳에서 지내는 동안 무료 무선 인터넷 이용이 가능하기 때문에 편안히 휴식을 취하며 원하는 정보를 마음껏 검색하실 수 있습니다.

Ibis Hotel Seoul(은)는 24시 프론트 데스크, 컨시어지, 가방 보관(을)를 제공합니다. 거기에 덤으로 이비스 스타일 앰배서더 서울 강남 투숙객으로서 호텔에 있는 사우나, 아침식사(을)를 이용하실 수 있습니다. 차로 오시는 분들은 주차 또한 가능합니다.

강남스타일 말춤 동상(1.5 km), 잠실종합운동장(1.5 km)(와)과 같은 명소들로 인해 Ibis Hotel Seoul(은)는 서울 방문시 지내기 좋은 곳입니다.

서울에 있는 동안 숨카페(1.5 km), 깐부 치킨 삼성점(0.4 km), 뱀부하우스(1.8 km)(을)를 포함한 Ibis Hotel Seoul(으)로부터 도보 거리에 있는 레스토랑에서 드셔보시기 바랍니다.

할 것을 찾고 있다면 봉은사(1.1 km), 선릉과 정릉(1.0 km)(을)를 추천해드리고 이 모두 Ibis Seoul(으)로부터 도보 거리에 위치해 있습니다.

이비스 스타일 앰배서더 서울 강남(은)는 서울의 최고만을 엄선, 선별하여 쉽게 즐길 수 있기 때문에 여러분의 시간이 한결 여유롭고 즐거울 것입니다.",37.5050612,127.0570773,1,http://ibisstyles.ambatel.com/gangnam
116,호텔 카푸치노,서울 강남구 봉은사로 155,02-2038-9500,"무료 초고속 인터넷(Wi-Fi), 온수 욕조, 헬스장/피트니스 센터, 바/라운지, 아동 활동(아동/가족 친화적), 반려동물 허용, 공항 교통편, 인터넷 사용이 가능한 비지니스 센터","여행에 가치를 더하는 어번 라이프 스타일 호텔, 호텔 카푸치노 많은것이 새롭지만 모든것이 매력적인 호텔 카푸치노에서 특별한 시간을 선사합니다.",37.5067961,127.0315248,1,https://hotelcappuccino.co.kr/
117,더 플라자,서울 중구 소공로 119,02-771-2200,"무료 주차, 무료 초고속 인터넷(Wi-Fi), 풀, 헬스장/피트니스 센터, 바/라운지, 공항 교통편, 인터넷 사용이 가능한 비지니스 센터, 콘퍼런스 시설","서울에서 여러분이 원하는 로맨틱 호텔(을)를 찾았습니다. 여러분같은 여행자들에게 딱 좋은 더 플라자에 오신 것을 환영합니다.

청계천(0.8 km), 창덕궁(2.0 km)(와)과 같은 명소들로 인해 더 플라자(은)는 서울 방문시 지내기 좋은 곳입니다.

무료 무선 인터넷은 투숙객들에게 제공되고, 더 플라자 객실에는 평면 TV, 에어컨, 미니바(이)가 구비되어 있습니다.

이 곳에서 지내시는 동안 룸서비스, 컨시어지(을)를 포함한 부대시설의 혜택을 마음껏 누리시기 바랍니다. 더 플라자 투숙객들은 이 곳에서 제공하는 수영장, 아침식사도 언제든지 즐기실 수 있습니다. 차로 오시는 투숙객들은 무료 주차도 가능합니다.

서울에는 이탈리아 요리(이)가 많습니다. 따라서 여기 있는 동안에는 맛있는 메뉴를 선보이는 브레라, 보칼리노, Parmi Italiano(와)과 같은 인기 맛집에서 반드시 드셔보시기 바랍니다.

서울(은)는 또한 인기 폭포들인 용마폭포공원(이)가 자리하고 있는 곳이며 The Plaza Hotel(으)로부터 멀지 않습니다.

더 플라자(은)는 여러분의 서울 방문을 기대하고 환영합니다.",37.5646452,126.9781534,1,https://www.hoteltheplaza.com
118,JW 메리어트 동대문 스퀘어 서울,서울 종로구 청계천로 279,02-2276-3000,"무료 주차, 무료 초고속 인터넷(Wi-Fi), 풀, 헬스장/피트니스 센터, 바/라운지, 게임 룸, 어린이 풀, 인터넷 사용이 가능한 비지니스 센터","JW 메리어트 동대문 스퀘어 서울(JW Marriott Dongdaemun Square Seoul)은 서울의 랜드마크인 한국 보물 1호 흥인지문을 바라보며, 서울의 쇼핑 중심인 동대문에 위치한 럭셔리 부티크 호텔입니다. 스위트 룸 15 개를 포함한 객실 170 개와 대리석 인테리어의 수영장, 클럽 501 휘트니스 센터, 한국 최초의 프로방스 스파 바이 록시땅을 갖추고 있어 편안한 휴식을 즐길 수 있습니다. 고객들은 세계적인 명성을 자랑하는 스테이크하우스 BLT Steak를 비롯해 올 데이 다이닝을 즐길 수 있는 Tavolo 24, The Lounge, Seoul Baking Company, 루프탑 바 The Griffin에서 최고의 미각 여행을 하실 수 있습니다. 그랜드 볼룸에서는 모던한 공간에 첨단 미디어 월(Media Wall)로 성공적인 프레젠테이션 및 기업 연회, 이벤트, 웨딩 등이 가능하며 7개의 다양한 미팅 룸도 준비되어 있습니다. 또한 지하철역과 연결되어 있어 교통편을 쉽게 이용하실 수 있습니다.",37.5704076,127.008782,1,https://www.marriott.co.kr/hotels/travel/seldp-jw-marriott-dongdaemun-square-seoul/
119,이비스 앰배서더 서울 인사동,서울 종로구 삼일대로30길 31,02-6730-1101,"인근 공공 유료 주차장, 무료 초고속 인터넷(Wi-Fi), 헬스장/피트니스 센터, 바/라운지, 인터넷 사용이 가능한 비지니스 센터, 콘퍼런스 시설, 루프탑 테라스, 24시간 보안 서비스","이비스 앰배서더 서울 인사동 호텔은 외국인 관광객이 선호하는 관광 명소인 인사동에 위치해 있으며, 국내외 레저 고객과 비즈니스 고객에게 지역 최고의 숙박시설을 제공합니다. 현대와 전통의 조화로 어우러진 넓고 세련된 디자인의 호텔 로비, 363개의 편안한 객실과 매일 매일 신선한 음식을 제공하는 레스토랑, 비즈니스 센터, 연회 가능한 미팅룸, 체련장, 대욕탕, 고객 라운지 등 다양한 편의 시설을 제공하며, 전 객실에 제공되는 초고속 유/무선 인터넷 서비스, 24시간 리셉션 서비스와 더불어 멋진 전망의 남산과 한옥의 전경을 감상 할 수 있는 야외 옥상 등의 부대시설이 고루 갖추어있습니다. 이비스 앰배서더 인사동 호텔은 글로벌 호텔 서비스와 한국 전통의 상징인 정이 어우러져 고객에게 최상의 가치와 서비스를 제공하도록 최선을 다하겠습니다.",37.5746896,126.9894713,1,http://ibis.ambatel.com/insadong
120,이비스 버젯 앰배서더 서울 동대문,서울 중구 퇴계로 334,02-2160-8888,"주차, 무료 초고속 인터넷(Wi-Fi), 헬스장/피트니스 센터, 아침식사 뷔페, 자동차 렌트, 24시간 보안 서비스, 수하물 보관, 24시간 체크인","합리적인 가격의 고객 중심 서비스를 제공하는 이비스버젯 앰배서더 서울 동대문 호텔은 편리한 샤워 부스, 개별 에어컨, 업무를 위한 데스크, 평면 TV, 미니 냉장고 등이 설비된 195개의 객실과 저렴한 가격의 간단한 아침식사가 가능한 레스토랑이 있습니다. 또한, 인터넷, 사우나, Gym 등을 무료로 즐길 수 있어 비즈니스나 휴가를 위한 고객들에게 딱 맞는 스마트한 비지니스 호텔입니다.",37.564151,127.008726,1,https://www.hotelscombined.co.kr/Hotel/Ibis_Budget_Ambassador_Dongdaemun.htm
121,페어필드 바이 메리어트 서울,서울 영등포구 경인로 870,02-2108-9000,"무료 Wi-Fi, 가족 객실, 금연 객실, 전용 주차, 피트니스 센터, 24시간 프런트 데스크, 장애인 편의시설, 세탁, 엘리베이터, 조식","서울에 위치한 페어필드 바이 메리어트 서울은 피트니스 센터를 운영하고 있습니다. 영등포구에 자리한 이 호텔은 매력적인 입지를 자랑하며, 타임스퀘어에서 1.2km, 신세계 백화점에서 880m 거리에 있습니다.

객실은 책상, 평면 TV, 전용 욕실, 에어컨 및 옷장을 갖추고 있습니다.

페어필드 바이 메리어트 서울에 머무는 동안 비즈니스 센터를 이용하실 수 있습니다. 신문도 제공됩니다. 리셉션에서 직원들이 언제든 투숙객의 용무를 도와드립니다.

여의도 업무지구는 1.2km, 여의도 한강공원은 4.5km, 김포 국제공항은 12km, 인천 국제공항은 52km 거리에 있습니다.",37.5169644,126.909187,1,http://www.marriott.com/selfi
122,"포포인츠 바이 쉐라톤 조선, 서울역",서울 용산구 한강대로 366,02-6070-7000,"무료 Wi-Fi, 가족 객실, 금연 객실, 무료 주차, 레스토랑 2개, 24시간 프런트 데스크, 룸서비스, 모든 객실에 차/커피 메이커 구비, 바, 매우 맛있는 조식","지하도로 서울역과 바로 연결되어 있는 포포인츠 바이 쉐라톤 서울 남산은 레스토랑과 피트니스 센터를 갖추고 있습니다. 호텔은 전역에 무료 Wi-Fi를 제공하며, 내부에 무료 주차장도 마련하고 있습니다. 

각 객실에는 에어컨, 업무용 책상, 안전 금고, 다림질 시설이 제공됩니다. 워크인 샤워가 설치된 전용 욕실에는 목욕 가운과 슬리퍼가 비치되어 있습니다. 무료 욕실용품도 제공됩니다. 

포포인츠 바이 쉐라톤 서울 남산은 24시간 프론트 데스크와 바를 운영합니다. 숙소의 기타 시설로는 투어 데스크와 수하물 보관소 등이 있습니다. 

호텔은 서울역에서 400m 거리에 있으며, 덕수궁과 서울시청에서 지하철 1호선으로 1정거장 떨어져 있습니다. 서울역에서 공항철도 노선 열차를 이용하면 김포 국제공항까지 30분, 인천 공항까지 45분이 소요됩니다. ",37.5511247,126.9729133,1,http://www.marriott.co.kr/selfp
